name,info,tokens
,,cop|protest|kkk|band|nazi|blm|march|riot|gang|statue|nra|antifa|panther|protester|confederate|mob|loot|supremacist|parade|chant|naacp|nationalist|crips|klan|protestors|aclu|blacklivesmatter|nambla|ku|picket|spree|banger|rioter|cair|crip|klux
,,i'll|i'd|you'll|you'd|we'll|he'll|they'll|he'd|they'd|we'd|it'll|she'll|she'd
,,marriage|sex|birth|sexual|homosexual|abortion|homosexuality|divorce|women's|lgbt|discriminate|same-sex|biological|offender|adoption|pedophilia|fetus|incest|lgbtq|molestation|unwanted|polygamy|vaccination|oral|transgenders|prostitution|procreation|reproduction|reproductive|legalization|ssm|interracial|bestiality|naturalization|heterosexuality|lbgt|contraception|mutually|pornography|consensual|polygamist|biologically
,,starbucks|store|local|shop|sale|chain|bk|hotel|restaurant|grocery|walmart|factory|butcher|mcdonalds|amazon|ranch|venue|supermarket|costco|locally|hortons|franchise|casino|retail|wal-mart|convenience|rancher|chili's|lease|smithfield|bakery|hl|liquor|horton's|vendor|depot|mart|cafe|retailer|dealership|cashier|warehouse|magnolia|sweatshop
,,attack|insult|disrespect|bully|threaten|interrupt|sham|harass|degrade|slander|intimidate|ridicule|motivate|provoke|empower|demean|humiliate|abusive|belittle|grope|mistreat|verbally|victimize|disparage|vilify|traumatize|demoralize|retaliate|taunt|berate|normalize|impersonate|objectify
,,protect|serve|marry|provide|offer|deny|join|visit|perform|hire|grant|purchase|access|deliver|strip|rescue|secure|conduct|maintain|ensure|exercise|operate|reward|employ|dedicate|extend|select|regulate|introduce|obtain|pursue|advise|disarm|serf|recruit|monitor|insure|submit|locate|assist|suspend|transport|relocate|safely|surrender|adjust|sustain|devote|render|renew|destination|utilize|deprive|retain|seize|assign|accompany|fulfill|redeem|instruct|enrich|revoke|accommodate|yield|assemble|disclose|arrange|confiscate|notify|designate|terminate|install|discard|elevate|hinder|administer|attain|preform|activate|renounce|jeopardize|confine|impede|restrain|inspect|enroll|entrust|retrieve|forfeit|safeguard|discontinue
,,plant|decor|decoration|raw|display|flower|decorative|jar|stalk|arrangement|wreath|boll|theme|vase|recipe|pod|rustic|floral|bouquet|bole|centerpiece|vas|fluffy|bundle|farmhouse|blossom|décor|deco|twig|sprig
,,░|█|▀|▄|─|▒|▌|▐|┐|═|└|║|╝|╗|╔|╚
,,full|piece|bunch|bag|hole|box|bottle|load|size|sack|pile|pair|bucket|pit|loop|basket|barrel|crock|coin|brick|lump|collection|bale|dip|scrap|slice|handful|stain|steam|layer|wad|chunk|fraction|gigantic|quantity|heap|loaf|rake|1/4|combo|cluster|batch|peice|lotta|3/4|frenzy|tub|platter
,,shame|base|earth|level|farm|focus|count|found|subject|depend|path|impact|basis|mercy|reflect|soil|rely|impose|congrats|scale|behalf|spy|plantation|insist|journey|concentrate|restriction|dependent|thrive|occasion|infringe|monopoly|dwell|perpetrate|prey|backfire|inflict|trample|capitalize|unleash|steroid|outlook|dependency|tread|verge|emphasis|harp|dependence|frown
,,math|science|study|basic|economics|grammar|educational|101|psychology|physic|academic|chemistry|comprehension|biology|literature|mathematics|genetics|indoctrination|textbook|oxford|civics|econ|literacy|arithmetic|curriculum|geography|creationism|sociology
,,group|organization|independent|advocate|atheist|activist|organize|institution|thinker|educator|entity|evangelical|ethnic|urban|initiative|anti-trump|environmentalist|anti-gay|anonymous|occupation|alliance|asylum|coalition|opinionated|anarchist|apologist|agnostic|organisation|oligarchy|observer|conversion|anti-christian|outspoken|anti-white|activism|faction|advocacy|optimist|outreach|adolescent|independant|anti-gun|crusader|agitator|armchair
,,worse|deeper|smarter|faster|dumber|funnier|farther|cooler|nicer|shorter|taller|faker|quicker|stupider|holier|tougher|scarier|crazier|clearer|hotter|sadder
,,disgust|pathetic|disrespectful|shameful|despicable|disgraceful|vile|heartless|treasonous|unfit|pitiful|un-american|unamerican|repulsive|unpatriotic|reprehensible|discusting|repugnant|unforgivable|dispicable
,,rich|dirty|lazy|wealthy|greedy|whore|worthless|useless|billionaire|entitlement|filthy|millionaire|elitist|richer|multi|trader|wasteful|leech|mega|salesman|uber|leach|collector|bloat|freeloader|vulture|overpay|snob|deadbeat|mooch|pamper|businessmen
,,movie|music|star|film|bowl|hollywood|scene|entertainment|cartoon|porn|horror|documentary|disney|fantasy|feature|series|fiction|circus|comic|album|formation|theater|hocus|pocus|discovery|avatar|musical|novel|netflix|anime|playboy|sequel|studio|festival|podcast|matrix|fallout|cd|gaga's|idiocracy|spongebob|theatre|fictional|pokemon|olympics|newest|halo|cinema|trek|sci-fi|apprentice|dvd|remake|xbox|fest|fargo|pixel|boardwalk|genre|programme|rerun|minecraft|porno|instrumental|walt
,,fire|charge|jail|commit|prison|arrest|sue|deport|punish|investigate|accountable|prosecute|impeachment|resign|convict|fin|execute|imprison|plead|penalize|testify|indict|detain|apologise|incarcerate|liable
,,5|10|8|20|6|30|7|15|12|40|9|25|45|200|150|35|fifty|eleven|120|2-3|forty|twelve|180|3-4|fifteen|1-2|4-5|1400|152
,,100|50|90|70|80|99|47|75|95|98|71|85|110|77|97|83|94|96|99.9|78|88|87
,,remove|ban|steal|prevent|eliminate|separate|distract|stem|recover|escape|distance|prohibit|differ|exclude|exempt|deflect|withdraw|emerge|discourage|removal|arise|originate|purge|isolate|disqualify|divert|derive|eradicate|vary|distinguish|withhold|disconnect|refrain|stray|oust|omit|deter|descend|exile|pulpit|extract|immunity|depart|secede|seperate|standpoint|expel|differentiate|excerpt
,,color|red|blue|blood|brown|green|skin|hair|glass|pink|yellow|thin|coat|diamond|dye|colour|purple|shade|iron|belt|grey|eagle|collar|beard|carpet|blond|crayon|herring|tender|marker|stripe|brass|haired|sox|bronze
,,car|train|driver|ride|truck|plane|bus|trip|vehicle|bridge|boat|flight|lane|highway|bike|jet|motor|route|helicopter|engine|patrol|motorcycle|cruise|tractor|aircraft|railroad|cart|litter|subway|remote|port|tow|passenger|pickup|swat|bmw|plumb|mule|automobile|volt|interstate|chevy|suv|sidecar|taxi|cab|greyhound|bicycle|cargo|trucker|stewardess|texting
,,pain|cancer|childbirth|organ|surgery|stress|survivor|pregnancy|seizure|kidney|injury|breast|stroke|diabetes|transplant|lung|headache|cramp|radiation|tumor|infection|diagnose|starvation|liver|anxiety|overdose|ptsd|pneumonia|diabetic|terminal|contraction|adhd|allergy|velocity|flu|faint|fracture|complication|colon|nausea|asthma|fatality
,,terrorist|isi|al|israel|russian|terrorism|bin|domestic|syrian|terror|lade|osama|rebel|iranian|israeli|palestinian|saddam|sanction|qaeda|assad|isreal|taliban|contra|hamas|isil|al-qaeda|israel's|hezbollah|mercenary|russia's
,,tree|light|inside|snow|ice|cold|dark|wood|mountain|sun|sky|sea|tower|heat|cloud|storm|ocean|beach|rain|moon|river|shadow|forest|shine|flow|dust|spring|lake|rainbow|pole|darkness|surface|shin|desert|tornado|palm|asleep|volcano|tunnel|jungle|sunshine|paradise|lightning|lava|strobe|glow|outer|saucer|sail|silicon|sunny|blade|underneath|thunder|daylight|lamp|bulb|volcanic|strand|earth's|tomb|dome|venus|thorn|snowy|graze|scatter|prehistoric|arctic|magma|diver|triangle|mist|granite
,,“|simply|clearly|easily|quick|recently|directly|constantly|properly|badly|specifically|correctly|publicly|supposedly|strongly|openly|merely|volume|repeatedly|closely|automatically|poorly|carefully|rarely|nicely|blindly|respectfully|beautifully|actively|intentionally|deliberately|unfairly|continually|purposely|compel|frequently|thoroughly|regularly|consistently|eloquently|accordingly|kindly|widely|negatively|occasionally|continuously|knowingly|falsely|initially|conveniently|stupidly|simultaneously|loudly|truthfully|legitimately|accurately|rightfully|appropriately|logically|prompt|rightly|professionally|politely|responsibly|routinely|intelligently|plainly|reasonably|incorrectly|objectively|calmly|explicitly|seldom|purposefully|readily|wrongly|upfront|beforehand|aggressively|categorically|boldly|brilliantly|briefly
,,water|air|breathe|freeze|spray|metal|salt|liquid|acid|recycle|mercury|steel|grain|bleach|copper|aluminum|pepsi|aluminium|battery|container|freshener|cola|powder|explosive|armor|gatorade|strain|storage|compost|urine|vessel|dew|diesel|fluid|sodium|hose|coca|cube|inhale|dissolve|fountain|melon|vinegar|reuse|lime|sprinkle|amalgam|gallium|transmission|nitrogen|fume|mustard|magnetic|particle
,,drug|drink|smoke|aid|pot|weed|addict|legalize|heroin|alcohol|dealer|pill|marijuana|meth|coke|cigarette|joint|kool|pipe|cocaine|kool-aid|cigar|prescription|ebola|vodka|cannabis|smoker|koolaid|drinker|heroine|thirsty|tylenol|smuggle|beverage|fatty|whiskey|snort|booze|narcan|narcotic
,,land|south|west|north|africa|east|southern|central|ancient|empire|coast|soviet|eastern|region|berlin|territory|asia|village|northern|tribe|rome|continent|colony|pacific|ussr|jerusalem|atlantic|panama|inhabitant|shithole|ark|indigenous|wilderness|caribbean|czech|province|uganda|pilgrim|mecca|mainland|fleet
,,small|simple|blind|weak|tiny|critical|soft|stretch|narrow|miserable|thick|broad|shallow|absorb|warp|lonely|boggle|hopeless|insignificant|fragile|numb|dull|abnormal|hyper|polarize|fuzzy|dim|primitive|dysfunctional|delicate|mild|superficial|impair|cancerous|feeble|diseased|robotic|dilute|repress|worldly|inadequate
,,liar|crook|thief|lier|sociopath|pathological|cheater|deceitful|sneaky|sleazy|lair|deceiver|compulsive|manipulator|habitual|womanizer|connive|mkb|thieve
,,criminal|rapist|thug|predator|pervert|pedophile|killer|murderer|felon|molester|serial|prostitute|pimp|abuser|murderous|adulterer|sodomite|psychopathic
,,night|morning|yesterday|summer|tomorrow|tonight|weekend|sunday|friday|saturday|monday|tuesday|afternoon|thursday|wednesday|nite
,,strong|powerful|humble|decent|inspire|brave|wise|successful|gentleman|inspiration|honorable|patriotic|genuine|talented|godly|ordinary|bold|noble|handsome|generous|courageous|charm|inspirational|gentle|statesman|gracious|admirable|uplift|principled|upstanding|imperfect|selfless|fearless|ground|influential|wonderfully|heroic|exemplify|embody|upright|soothe|exemplary|visionary
,,crime|fraud|treason|guilty|file|activity|trial|penalty|lawsuit|bankruptcy|punishment|allege|felony|warrant|adultery|theft|robbery|possession|jury|atrocity|intimidation|harassment|homicide|libel|deportation|execution|obstruction|prosecution|unlawful|indictment|perjury|sodomy|punishable|probation|settlement|heinous|pending|perpetrator|presumably|negligence|subsequent|misconduct|defendant|improper|duo|frivolous|subsequently|infidelity|imprisonment|parole|bribery|criminally|detention|espionage|trespass|vandalism|marital|sedition|misdemeanor|racket
,,smart|honest|intelligent|respectful|reasonable|compassionate|classy|creative|polite|rational|sincere|sane|thoughtful|articulate|mature|truthful|sensible|eloquent|respectable|informative|trustworthy|competent|unprofessional|heartfelt|knowledgeable|courteous|optimistic|insightful|cooperative|dignify|witty|concise|charismatic|considerate|elegant|timely|savvy|open-minded
,,game|sport|golf|football|club|player|nfl|baseball|coach|hockey|cowboy|soccer|guitar|basketball|bass|wrestle|piano|tennis|wwe|nba|nascar|opera|doh|chess|ski|steelers|rugby|quarterback|olympic
,,fat|dick|ugly|kiss|hoe|cock|bum|stink|poop|sucker|cum|lick|whoop|fart|rag|spoon|tit|skinny|donkey|bald|yer|slime|fork|dildo|hooker|tar|potty|shave|poo|lipstick|grin|azz|slack|lizard|smelly|hump|doo|toad|hairy|stinky|chainsaw|knuckle|booty|limp|greasy|knob|fling|flap|assed|wrinkle|fatass|titty|poopy|pus|lard|tic
,,youtube|page|facebook|internet|channel|link|site|twitter|fb|website|click|web|tube|snapchat|instagram|blog|yt|itunes|timeline|notification|reddit|playlist|tumblr|imdb|gab.ai|huffington
,,corrupt|establishment|corporate|elite|soros|illuminati|zionist|globalist|nwo|banker|cartel|neocon|mafia|globalists|rothschild|cabal|oligarch|rockefeller|nazi's|profiteer|wallstreet|banksters|corporatist
,,ignorance|stupidity|greed|hypocrisy|idiocy|arrogance|delusion|sheer|desperation|incompetence|dishonesty|selfishness|jealousy|laziness|cowardice|apathy|immaturity|narcissism|willful
,,michael|jam|chris|daniel|kevin|tom|matt|andrew|sam|josh|anthony|jason|nick|brian|brandon|kyle|jon|jake|aaron|tony|clark|christopher|jonathan|dave|charlie|nathan|cody|jerry|dylan|jeremy|joey|zach|andy|robin|tommy|danny|bryan|dean|brad|travis|casey|shane|blake|nicholas|simpson|ian|corey|dustin|shawn|jessie|eddie|derek|liam|arnold|brett|carl|mcdonald|ricky|spencer|neil|ethan|cory|marcus|quinn|kenny|zack|nate|zachary|duncan|tanner|darren|tucker|allan|devin|clayton|stuart|wesley|brock|earl|calvin|mikey|zac|toby|barker|callum|moe|fallon|aidan|conor
,,racism|violence|racial|violent|discrimination|bigotry|prejudice|injustice|genocide|brutality|incite|oppression|inequality|persecution|homophobia|feminism|segregation|misogyny|slur|sexism|aggression|vulgarity|xenophobia|hostility|divisiveness|systemic|systematic|distrust|retaliation
,,#maga|#trump|#americafirst|#trumptrain|#draintheswamp|#bluelivesmatter|🚂|#makeamericagreatagain|#trump2020|@realdonaldtrump|@potus|#releasethememo|#neverhillary|#backtheblue|#potus|#sethrich|#lockherup|#nodaca|#covfefe|#presidenttrump|#godblessamerica|#trumppence2016|#gop
,,russia|china|iraq|iran|syria|saudi|korea|afghanistan|nuke|japan|arabia|cuba|pakistan|egypt|turkey|libya|ukraine|gulf|nato|palestine|haiti|yemen|guantanamo|somalia|lebanon|dubai|qatar|gaza|sudan|brussels|uae|cambodia
,,oil|energy|gas|supply|resource|drill|fuel|production|coal|seed|solar|oxygen|carbon|hemp|co2|consumption|electricity|pollute|atmosphere|pollution|gasoline|offshore|pipeline|fossil|excess|renewable|shortage|ethanol|footprint|landfill|emission|methane|fertilizer|efficiency|keystone|greenhouse|mineral|refine|fracking|exploration
,,"email|release|secret|fbi|hack|investigation|scandal|leak|dnc|agent|classify|lynch|server|cia|acorn|nsa|e-mail|comey|wikileaks|huma|loretta|pentagon|doj|memo|flynn|trey|hacker|wiki|prosecutor|intel|lewinsky|collusion|investigator|bengazi|assange|abedin|starr|mueller|watergate|gowdy|33,000|whitewater|kgb|dhs|confidential|subpoena|mishandle|mossad"
,,natural|plastic|chemical|poison|contain|organic|ingredient|consume|toxic|naturally|fungus|deadly|fiber|harmful|petroleum|mosquito|vaccine|cordyceps|synthetic|artificial|gmo|fungi|tbhq|unhealthy|monoxide|harmless|modify|hormone|pesticide|glycol|dihydrogen|hybrid|protein|lethal|hydrogen|compound|livestock|feminine|preservative|contaminate|toxin|propylene|commonly|additive|bacteria|formula|genetically|edible|poisonous|vitamin|chemtrails|generic|mutate|ingest|snail|halal|man-made|bha|oxide|butane|biodegradable|gmos|addictive|antibiotic|h2o|formaldehyde|cosmetic|ddt|nutrient
,,si|sa|ca|nu|pe|cu|mai|au|din|dar|asta|și|fost|cred|în|oprit|să|asa|sunt|venit|sau|nava|faca|ei|că|ceva|nici|cand|s-a|dupa|pentru|facut|filmat|acum|facă|pădure|plecat|avea|prea|vazut|nevoile|după|dacă|extraterestru|cel|rama
,,horrible|terrible|awful|cruel|tragic|unfortunate|immoral|unnecessary|horrific|irresponsible|heartbreaking|destructive|brutal|vicious|senseless|reckless|unnatural|unethical|inhumane|unjust|horrendous|sinful|barbaric|obscene|hideous|horrid|atrocious|inexcusable|uncalled|ungodly|suicidal|dreadful|abhorrent|perverse|inhuman|callous
,,pas|enforcement|sharia|constitutional|repeal|declare|violate|enforce|establish|abide|obey|govern|unconstitutional|uphold|implement|outlaw|abolish|marshall|enact|martial|restrict|overturn|strict|veto|rewrite|amend|redefine|defy|adhere|initiate|authorize|shariah|legislate|invoke|rename|breaker|bypass|revise|disobey|circumvent|reinstate|defund|override|marshal|stricter|ratify|1952|archaic
,,kelly|alex|moore|jones|megan|beck|sean|rachel|rush|anderson|glenn|keith|cooper|howard|todd|lawrence|hannity|lou|o'reilly|penn|karl|wallace|colin|limbaugh|glen|seth|julian|martha|teller|kelley|stern|meghan|rove|schultz|olbermann|o'donnell|meagan|maddow|libby|vicente|coulter|holt|murdoch|yap|conway|carney|ail|huff|springer|levin|lester|spicer|lenar|rupert|kellyanne
,,ignore|influence|manipulate|silence|smear|deceive|erase|discredit|undermine|undo|sway|dominate|suppress|dupe|sabotage|disrupt|hijack|persuade|appease|taint|obstruct|derail|orchestrate|blackmail|subvert|rationalize|politicize|tarnish|stifle|thwart
,,chicken|milk|cook|bacon|fry|sandwich|cheese|beef|bread|candy|mmm|cake|pie|sauce|wine|chocolate|butter|soda|popcorn|delicious|bake|veggie|flavor|mash|yum|pineapple|yummy|ham|soup|toast|spice|cooky|biscuit|salad|tasty|grill|sausage|cereal|eater|butty|nugget|homemade|flavour|bbq|waffle|ketchup|pepperoni|noodle|spicy|dessert|sarnie|crispy|bologna
,,hypocrite|traitor|po|puppet|coward|scumbag|phony|shill|wannabe|rino|sellout|psychopath|spineless|cuck|weasel|slimy|wimp|lowlife|traitorous|stooge|nutcase|charlatan|phoney|divider|gutless|warmonger|poser|mutt|mouthpiece|sleaze|hypocrit|turncoat
,,socialist|communist|fascist|dictator|marxist|regime|capitalist|tyranny|anti-american|dictatorship|overthrow|tyrant|takeover|tyrannical|lawless|oppressive|godless|globalism|totalitarian|socialistic|authoritarian|cesspool|utopia|theocracy|globalization|domination|monarchy|caliphate|despot
,,actor|artist|celebrity|journalist|singer|musician|comedian|performer|entertainer|rapper|actress|businessman|icon|dj|youtuber|athlete|songwriter|debater|superstar
,,bank|lobbyist|mac|ford|bailout|bribe|gm|mae|freddie|fannie|chrysler|goldman|pac|bailouts|sachs|bain|bros|ge|hedge|buffet|robber|tarp|solyndra|aig|bp|deregulate|fanny|exxon|halliburton
,,actual|absolute|extreme|alternative|expert|emotional|intellectual|environmental|overwhelm|illusion|unknown|objective|endless|immediate|alarm|essential|internal|improvement|unbiased|enormous|ethical|exclusive|ongoing|alternate|extraordinary|agricultural|outdated|authentic|inversion|elaborate|extensive|artistic|unprecedented|infinite|intentional|ideological|obscure|inanimate|inherent|unexpected|unsustainable|adjustment|underlie|unrealistic|undeniable|ecological|ineffective|impartial|immense|exaggeration|evolutionary|unimportant|economical|inconvenient|external|optional|abundant|urgent|indicator|abstract|upward|arbitrary|undue|imminent
,,tear|deep|slow|calm|bow|throat|melt|drain|tone|mow|boil|scroll|upside|syndrome|trickle|flush|spiral|slope|dumbing|dumbed|shitter|shiver
,,moral|intelligence|integrity|compassion|honesty|wisdom|courage|strength|passion|dignity|ethic|kindness|conviction|commitment|decency|patriotism|empathy|humility|intellect|dedication|patience|admiration|discipline|bravery|professionalism|gratitude|appreciation|utmost|determination|maturity|sincerity|civility|eloquence|creativity|encouragement|clarity|poise|stamen|devotion|restraint|brilliance|discernment|fortitude|generosity
,,negative|specific|particular|flaw|valid|logical|legitimate|pointless|mere|meaningless|irrational|illogical|purely|subjective|coherent|concrete|practical|slight|trivial|invalid|juvenile|profound|vague|nonsensical|inflammatory|formal|unreasonable|unrelated|misplace|incoherent|semantics|moot|redundant|hominem|hypothetical|inane|rhetorical|substantive|faulty|distinct|contradictory|futile|definite|simplify|name-calling|simplistic|outlandish|mathematical|strawman|one-sided|inconsistent|formulate|dubious|unclear|circular
,,fruit|banana|potato|apple|sugar|orange|corn|tobacco|rice|bean|kiwi|juice|vegetable|watermelon|pork|peanut|grass|tomato|cream|grape|strawberry|wheat|cane|pepper|pea|onion|peach|sour|carrot|syrup|dairy|pickle|lettuce|chili|shrimp|pine|grit|coconut|olive|pancake|lobster|indigo|sprite|maple|soybean|cucumber|mango|vanilla|fig|tert-butylhydroquinone|rum|sunflower|graft|okra|blueberry
,,oliver|edward|nelson|stewart|owen|wayne|dennis|kerry|heidi|wick|stevens|willis|boehner|crawford|hopkins|brennan|dickerson|deere|oliver's|marley|podesta|garrison|amos|elton|ritchie
,,kfc|paint|chip|toy|scent|wet|pen|scratch|silver|filter|soap|sniff|fancy|gravy|wire|plug|colonel|pad|doll|weave|cookie|rubber|tin|peel|tissue|gum|mini|purse|ink|laundry|cardboard|glue|flour|pencil|wax|foil|lace|bun|balm|implant|dough|microwave|burlap|barbie|grease|scrub|perfume|shiny|broom|glitter|knit|mint|wooden|cutter|splash|magnet|lighter|cement|drumstick|micro|sticky|scooter|toothpaste|malfunction|razor|semen|lotion|trim|tablet|cologne|fuse
,,11|18|17|13|16|14|19|21|23|24|22|28|26|29|32|27|31|36|34|11th
,,pussy|spoil|punk|crybaby|brat|whiny|whiner|pansy|whiney|sissy|hipster
,,opportunity|option|extra|island|accident|object|emergency|estimate|asset|electric|additional|application|appointment|aspirin|instant|iphone|airline|airplane|adventure|icy|explosion|intern|admission|octopus|invitation|atomic|occasional|extension|ounce|overprice|overnight|attendant|ak|accountant|alcoholic|instrument|unaccompanied|indication|atom|obamaphone|alaskan|essay|expiration|arrow|abundance|aussie|uprise|android|upgrade|orgasm|infraction|inconvenience|ipad|umbrella|overhaul|ambulance|erection|elevator|influx|inspector|std|antique|epidural|accidental|axe|assignment|iou|accessory|injection|orphanage|outhouse
,,ma|di|tu|che|ti|ke|è|ci|sono|io|hai|visto|fa|chi|cosa|alla|os|mio|anche|questo|ciao|gli|della|prima|dai|nn
,,putin|hitler|kim|hussein|ali|castro|khan|muhammad|valerie|chavez|sharpton|mohammed|vladimir|stalin|ahmed|hugo|trudeau|mohamed|merkel|mao|marx|adolf|jong|soetoro|jarrett|mohammad|patel|ahmad|shah|hassan|abu|fidel|malik|hussain|lenin|vlad|queda|ibrahim|abdul|syed
,,michelle|joe|scott|rick|nancy|harry|eric|walker|bob|pelosi|frank|billy|warren|cindy|chelsea|alan|greg|chuck|johnny|reid|craig|larry|barbara|dale|marc|bobby|michele|erica|roy|mitch|lindsey|mcconnell|boxer|brady|donnie|barney|plumber|donny|willy|willie|dodd|maxine|lamont|bubba|schumer|bj|buffett|lieberman|butch
,,shall|forgive|praise|worship|guide|glory|forbid|command|unto|ye|curse|righteous|thou|almighty|repent|thy|mighty|eternal|thee|faithful|confess|righteousness|wrath|fulfil|shalt|woe|perish|jehovah|hath|rejoice|mortal|forsake|ordain|anoint|rebuke|hast|akbar|merciful|everlasting|defile|obedience
,,sandstormdarude|💰|💨|🔪|💒|🛀|🚨|💣|🐽|👧|🐜|💊|🐒|🚿|💵|🐔|🐍|💉|🚓|💲|🐧|🍆|💸|🐴|🔨|🔩|🚃
,,typical|wing|fanatic|partisan|right-wing|winger|ultra|loon|hippie|left-wing|neo|hardcore|alt|rabid|looney|zealot|birther|wacko|fringe|loony|regressive|propagandist|espouse|neo-con|batshit|reactionary|nutjob|nutty|masquerade|kook|pseudo|alt-right|playbook|wacky|craze|nutjobs|facist|religous|manifesto|sanctimonious
,,jessica|justin|beyonce|jay|monica|perry|marilyn|tina|mar|roger|katy|z|hank|carly|beyoncé|evan|madonna|turner|hamilton|bruno|rae|bethany|monroe|eva|baldwin|joanne|alec|bieber|mariah|longoria|swift|boop|mccarthy|drake|ivanka|melody|mj|kurt|britney|angelina|eminem|carey|fey|lana|bey|ariana|rihanna|caitlyn|bette|jenner|sb|cyrus|beatles|nicki|rey|miley|irving|migos|homer|selena|billie|kendrick|kardashian|adele|midler|bellucci|gabriella|woody|guthrie|sanderson|bullock|cher
,,smith|robert|adam|thomas|lee|jackson|davis|wilson|william|jim|austin|charles|ii|lewis|thompson|parker|baker|ross|henry|jefferson|madison|cole|ward|iii|terry|morris|logan|charlotte|wade|walter|brook|douglas|reed|powell|stacey|gordon|jeffrey|helen|stanley|elli|butler|porter|peggy|sierra|carpenter|sydney|roe|vince|gabrielle|byrd|ralph|armstrong|kent|brewer|newton|gardner|warner|payne|gabby|norman|burgess|betsy|leonard|marion|judith|giffords|cohen|perkins|forbes|thatcher|buchanan|montgomery|bernard|rhodes|patton|frederick|sherman|benson|reno|klein|barr|manson|clarence|shepard|tate|falwell|sinclair|hancock|eugene|zimmerman|liddy|darrell|chester|―|milton|ellison|mullins|yates|hampton|mckinney|mcdowell
,,art|writer|junkie|photographer|enthusiast|reader|nerd|geek|entrepreneur|photography|avid|blogger|amateur|gamer|poet|jazz|alumnus|freelance|gardener|outdoors|yoga|classical|foodie|poetry|aficionado|buff|sci|golfer|guru|filmmaker|philosopher|promoter|evangelist|painter|fisherman|realtor|inventor|guitarist|cyclist|connoisseur|pioneer|stand-up
,,mental|disease|cure|illness|disorder|physical|addiction|virus|severe|psychological|genetic|symptom|sickness|zika|trauma|autism|parkinson's|hiv|defect|chronic|dementia|obesity|brucellosis|fatal|catastrophic|cognitive|midget|parkinson|probable|induce|mutation|alzheimer's|retardation|behavioral|traumatic|contagious|transmit|bodily|testicular|preventable|microcephaly|dysfunction
,,professional|computer|project|design|technology|international|engineer|manager|tech|management|communication|device|designer|equipment|digital|industrial|construction|consultant|software|nasa|chef|certify|specialist|researcher|manual|specialize|developer|operator|mobile|technical|electronic|landscape|strategic|architect|instructor|skilled|mechanic|interior|innovation|electrical|builder|satellite|trainer|mechanical|maintenance|technician|mba|cellphone|part-time|microsoft|regional|database|neurosurgeon|non-profit|full-time|electronics|biologist|massage|nonprofit|programmer|architecture|dev|virtual|recruitment|waitress|aviation|llc|innovative|specialty|planner
,,et|il|je|pa|ce|bien|ne|à|est|qui|vous|président|une|nous|dans|tout|merci|par|avec|suis|mon|sur|faire|français|comme|notre|monsieur|sont|très|cette|votre|monde|bonjour|tous|aux|être|ont|sans|peut|beaucoup|avoir|somme|alors|toujours|bonne
,,1st|2nd|20th|14th|19th|1776|25th|15th|18th|13th|1983|28th
,,60|mid|1980|1960|1990|1800|1950|1970|sixty|1930|1900|1960s|1940|1980s|1950s|1920|1970s|1800s|1930s
,,2008|2015|2009|2000|2010|2014|2011|2013|2007|2006|2005|2001|1964|2004|2002|1984|2003|1996|1999|1997|1993|1995|1994|1865|1992|09|1913|1998|1968|1988|1981|1989|1975|1985|04|1965|1987|1991|1986|1973|1967|1971|1972|1969|1976|1978|1979|1961|1982|1963|1945|1938
,,na|ta|ho|ba|̇|d:|bu|bama|nie|od|ra|ale|oo|ani|tak|ki|mu|dun|ae|wan|się|bt|tam|jak|bir
,,#theresistance|#resist|#resistance|#fbr|🌊|#notmypresident|#uniteblue|#blm|#nevertrump|#impeachtrump|#stillwithher|#trumprussia|#imwithher|#indivisible|#metoo|#nodapl|#bluewave2018|#fucktrump|#imstillwithher|#bluewave|#lgbt|#dumptrump|#strongertogether|#equality|#impeach|#demforce|#climatechange|#lgbtq|#demexit|#berniesanders|#progressive|#impeach45
,,ufo|gold|zombie|magic|savage|legend|candle|dragon|golden|horn|saint|cloak|potter|robot|portal|twin|hologram|rocket|pyramid|bud|hugh|freeman|hefner|ghost|tale|captain|fairy|batman|virgin|invisible|mm|invisibility|mystery|princess|markiplier|hawk|devil's|mcneeley|wee|d'banj|cern|yankee|bullfrog|spaceship|magical|tooth|kermit|diy|leap|frankenstein|lone|cricket|ivory|ninja|vegeta|elvis|spaghetti|wizard|villain|oz|hellbent|ab|yggdrasil|falcon|superman|moab|champ|kit|dbanj|mole|hef|moth|madman|lad|pirate|cutie|darwin|gem|awesomeness|stoner|funk|moo|obamanation|swag|bong|buster|sorta|bigfoot|martian|mk|mcneely|wiener|packer|biker|tupac|atlas|ness|sponge|waterspout|macho|sherlock|giveaway|tesla|raider|zeus|reincarnate|nun|voldemort|vampire|feat|dolan|housewife|stalker|chap|viking|lew|goblin|goliath|jedi|oreo|roller|grammy|ufo's|o's|kite|butterfly|arch|moly|fury|darth|morty|10/10|grumpy|viagra|sully|sorcery|plank|glimpse|4chan|foo|indy|bing|vader|mothership
,,te|muy|vida|dios|mejor|grande|amo|gracias|quiero|desde|siempre|gran|amigo|vive|buen|buena|paz|paso|hermosa|muchas|excelente|feliz|voz|triste|#makeourplanetgreatagain|hermoso|señor|hoy|amén|isla|pronto|américa|bello|canción|buenos|oportunidad|historia|mucha|cancion|españa|bendiga|cee
